icao,iata,nombre,ciudad,pais,tipo,lat,lon
AR-0404,,El Pilincho Airport,Monte Caseros,AR,small_airport,-30.3872,-57.9683
AR-0405,,El Toto Airport,Alta Gracia,AR,small_airport,-31.650278,-64.368889
AR-0406,,Establecimiento La Adelita Airport,Humboldt,AR,small_airport,-31.3925,-61.1431
AR-0407,,Establecimiento La Florencia Airport,Los Molinos,AR,small_airport,-33.0769,-61.3178
AR-0408,,Estancia Caridad Airport,El Colorado,AR,small_airport,-43.72139,-71.24556
AR-0410,,Aeródromo Estancia La Leonor,Presidencia Roca,AR,small_airport,-26.1494,-59.6672
AR-0411,,Estancia La Providencia Airport,Gualeguaychú,AR,small_airport,-32.9411,-58.565
AR-0412,,Aeródromo de la Estancia La Salvación,Pirane,AR,small_airport,-25.2767,-58.9375
AR-0413,,Estancia Lucila Airport,Mar del Sur,AR,small_airport,-38.3086,-58.105
AR-0414,,Estancia San Vicente Airport,Tortugas,AR,small_airport,-32.9989,-61.7781
AR-0415,,Estancia Santa Romana Airport,Mercedes,AR,small_airport,-33.753334,-65.246391
AR-0416,,Estancia Villa Corina Airport,Gobernador Valentin Virasoro,AR,small_airport,-28.035,-56.0678
AR-0417,,Estancia Villa María,Luján,AR,small_airport,-34.6433,-59.1272
AR-0418,,F.A.T. Airport,Teodelina,AR,small_airport,-34.1767,-61.5069
AR-0419,,Finca La Frontera Airport,"Aguaray, San Martín",AR,small_airport,-22.12351,-63.29055
AR-0420,,Firmat Airport,Firmat,AR,small_airport,-33.4661,-61.4842
AR-0421,,Fumigaciones Campagnucci Airport,Coronel Bogado,AR,small_airport,-33.3239,-60.6658
AR-0422,,Fumigaciones Fredy Airport,Hunter,AR,small_airport,-34.2361,-60.5819
AR-0423,,Fumigaciones González Airport,Monje,AR,small_airport,-32.3589,-60.9797
AR-0424,,General Belgrano Airport,General Belgrano - Salta,AR,small_airport,-24.745834,-65.418892
AR-0425,,General San Martin (La Pampa) Airport,General San Martin,AR,small_airport,-37.94972,-63.6175
AR-0426,,Ginevro Airport,Las Varillas,AR,small_airport,-31.864445,-62.844166
AR-0427,,Gualeguay Aeroclub Airport,Gualeguay,AR,small_airport,-33.0994,-59.4172
AR-0429,,Haras La Pomme Airport,San Antonio de Areco,AR,small_airport,-34.2078,-59.3856
AR-0431,,Hosteria San Huberto Airport,Junin de Los Andes,AR,small_airport,-39.7038879395,-71.16999816890001
AR-0432,,Iriberri Airport,Necochea,AR,small_airport,-38.478789,-58.804836
AR-0433,,Islas Del Ibicuy Airport,Islas del Ibicuy,AR,small_airport,-33.75,-58.7
AR-0434,,La Carlota Airport,La Carlota,AR,small_airport,-33.450000762900004,-63.3499984741
AR-0435,,La Chacra Airport,Ameghino,AR,small_airport,-34.81255,-62.522467
AR-0436,,La Esmeralda Airport,Libertad,AR,small_airport,-29.9939,-57.8378
AR-0437,,La Lucía Airport,Pujato,AR,small_airport,-33.011274,-61.061372
AR-0438,,La Madrugada Airport,Juan N. Fernández,AR,small_airport,-38.0036,-59.3489
AR-0439,,La Mariela Airport,Pehuajó,AR,small_airport,-35.7828,-61.9342
AR-0440,,La Zulema Airport,Bell Ville,AR,small_airport,-32.4897,-62.6714
AR-0441,,Las Lilas Airport,Pasteur,AR,small_airport,-35.1328,-62.2175
AR-0442,,Malabrigo Airport,Malabrigo,AR,small_airport,-29.35,-59.9667
AR-0444,,Montes De Oca Airport,Montes de Oca,AR,small_airport,-32.5811,-61.8408
AR-0445,,Ñancu Airport,General Pico,AR,small_airport,-35.6161,-63.7508
AR-0446,,Pedro Ferrari Airport,Monte Buey,AR,small_airport,-32.9278,-62.4336
AR-0447,,Petrazzini Airport,Tres Arroyos,AR,small_airport,-38.3478,-60.2761
AR-0448,,Aeródromo Petruk,Las Palmas,AR,small_airport,-27.0878,-58.6694
AR-0449,,Pettilep Airport,Pujato,AR,small_airport,-33.008645,-61.016929
AR-0450,,Pettilep II Airport,Ricardone,AR,small_airport,-32.8039,-60.7989
AR-0451,,Puerta De Avalos Airport,Jujuy,AR,small_airport,-24.314679,-65.247198
AR-0452,,Pulverizaciones M.H. Airport,Gancedo,AR,small_airport,-27.4831,-61.6486
AR-0453,,Saldungaray Airport,Saldungaray,AR,small_airport,-38.205278,-61.761111
AR-0454,,San Cayetano Airport,San Cayetano,AR,small_airport,-38.3339,-59.6303
AR-0455,,San Gregorio Airport,San Gregorio,AR,small_airport,-34.3169,-62.0192
AR-0456,,San Ignacio Airport,Junin de Los Andes,AR,small_airport,-39.847499847399995,-70.8638916016
AR-0457,,San José De La Dormida Airport,San José de La Dormida,AR,small_airport,-30.2775001526,-63.8574981689
AR-0458,,Santo Tomás de La Sierra Airport,Saldungaray,AR,small_airport,-38.241804,-61.827675
AR-0459,,Savesa Airport,Venado Tuerto,AR,small_airport,-33.7792,-61.9775
AR-0460,,Sigfrido Rohr Aviagro S.R.L. Airport,Ameghino,AR,small_airport,-34.8306,-62.4678
AR-0461,,Skare Airport,Salto,AR,small_airport,-34.3571833134,-60.1559829712
AR-0463,,Timboy Airport,Monte Caseros,AR,small_airport,-30.2236,-57.8444
AR-0464,,Trevelin Airport,Trevelin,AR,small_airport,-43.08797,-71.47868
AR-0465,,Casilda Fumigaciones Airport,Sanford,AR,small_airport,-33.176429,-61.20299
AR-0466,,Yapeyú Airport,Yapeyú,AR,small_airport,-29.44393,-56.823915
AR-0485,,San Patricio Airport,Capitán Sarmiento,AR,small_airport,-34.0403,-59.6944
AR-0486,,La Cura Malal Airport,Arrecifes,AR,small_airport,-34.074938,-60.140829
AR-0492,,La Argentina Airport,Trenque Lauquen,AR,small_airport,-35.996667,-62.705278
AR-0493,,La Paz Airport,La Paz,AR,small_airport,-33.467,-67.55
AR-0494,,Colonia Sarmiento Airport,Sarmiento,AR,small_airport,-45.582371,-68.999841
AR-0495,,Agroaire Airport,Gancedo,AR,small_airport,-27.476346,-61.624434
AR-0496,,Aeroclub de El Chaltén Alf. G.N.A. Walter Omar D Anna,El Chaltén,AR,small_airport,-49.53531,-72.51997
AR-0497,,Hipólito Yrigoyen Lago Posadas Airport,,AR,small_airport,-47.557357,-71.740959
AR-0498,,Estancia La Adela Airport,Puerto Piramides,AR,small_airport,-42.526064,-64.278661
AR-0499,,Punta Delgada Airport,Punta Delgada,AR,small_airport,-42.766485,-63.645458
AR-0500,,Camarones Airfield,Camarones,AR,small_airport,-44.779007,-65.719672
AR-0501,,Caleta Valdés Field,Valdés,AR,small_airport,-42.454874,-63.61908
AR-0502,,Telsen,,AR,small_airport,-42.438304,-66.958247
AR-0503,,Gan Gan Field,,AR,small_airport,-42.521363,-68.287861
AR-0504,,Gastre Field,,AR,small_airport,-42.276165,-69.221892
AR-0505,,Cushamen Field,,AR,small_airport,-42.17195981,-70.666176
AR-0506,,Las Plumas Filed,,AR,small_airport,-43.729305,-67.284822
AR-0507,,Estancia Cullen South Airport,Estancia Cullen,AR,small_airport,-52.9435,-68.4021
AR-0508,,Estancia Sara Airport,Estancia Sara,AR,small_airport,-53.432,-68.167
AR-0509,,Rio Chico Highway Strip,,AR,small_airport,-53.642,-67.9486
AR-0510,,Los Robles Airport,Estancia El Roble,AR,small_airport,-54.069,-67.6536
AR-0511,,Agroalvear S.R.L. Airport,Alvear,AR,small_airport,-33.06833,-60.66694
AR-0512,,Arias Airport,Arias,AR,small_airport,-33.664,-62.3751
AR-0513,,Estancia La Alborada,Balcarce,AR,small_airport,-37.462706,-58.188557
AR-0514,,Finca Cuchuy Airport,Ballivian,AR,small_airport,-23.04,-63.7211
AR-0515,,Calchaqui Airport,Calchaqui,AR,small_airport,-29.85167,-60.29194
AR-0516,,Stiefel Airport,Cañada Rosquin,AR,small_airport,-31.99472,-61.60278
AR-0517,,Fumagro Airport,Carhue,AR,small_airport,-37.214729,-62.780581
AR-0518,,Establecimiento La Maria Pilar Airport,Catrilo,AR,small_airport,-36.488606,-63.432958
AR-0519,,Agroservicios Airport,Coronel Bogado,AR,small_airport,-33.2723,-60.5707
AR-0520,,Alfomso Mengo Airport,Corralito,AR,small_airport,-32.02444,-64.27944
AR-0521,,Lomas del Espinillo Airport,Corralito,AR,small_airport,-32.08806,-64.16972
AR-0522,,Ita Ibate Airport,Corrientes,AR,small_airport,-27.44833,-57.422241
AR-0523,,Aeródromo de la Estancia San Rafael,El Espinillo,AR,small_airport,-25.04347,-58.5915
AR-0524,,Bernardo's Airport,El Trébol,AR,small_airport,-32.2506,-61.6519
AR-0525,,Salvita Airport,Embarcación,AR,small_airport,-23.2128,-64.0339
AR-0526,,El Desafio,Fortin Dragones,AR,small_airport,-23.2426,-63.323
AR-0527,,Finca La Hercilia Airport,General Mosconi,AR,small_airport,-22.6147,-63.662759
AR-0528,,Kalbermatter Airport,General Pinedo,AR,small_airport,-27.26028,-61.47444
AR-0529,,Estancia El Potrero Airport,Gualeguaychu,AR,small_airport,-32.97472,-58.25389
AR-0530,,Plus Agroservicios Aereos S.R.L. Airport,Hughes,AR,small_airport,-33.8136,-61.3357
AR-0531,,Biondi Airport],Isla Verde,AR,small_airport,-33.2232,-62.4046
AR-0532,,Casajus,La Carlota,AR,small_airport,-33.3882,-63.3055
AR-0533,,Don Emilio Airport,La Ramada De Abajo,AR,small_airport,-26.73247,-64.88455
AR-0534,,AeroSoluciones Airport,Las Lajitas,AR,small_airport,-24.74889,-64.235
AR-0535,,Don Alberto Airport,Lezama,AR,small_airport,-35.8696,-57.8768
AR-0536,,Fumigaciones Ortega Airport,Martinez de Hoz,AR,small_airport,-35.275617,-61.55652
AR-0537,,Campo San Jose Airport,Morteros,AR,small_airport,-30.77778,-62.01472
AR-0538,,Pulverizaciones Aerosur Airport,Necochea,AR,small_airport,-38.576401,-58.796429
AR-0539,,Finca Toloche Airport,Nuestra Señora De Talavera,AR,small_airport,-25.4346,-63.8578
AR-0540,,La Noria Agricultural Airport,Pergamino,AR,small_airport,-33.85696,-60.70038
AR-0541,,Servicios Aeronauticos,Pigüé,AR,small_airport,-37.523004,-62.452319
AR-0542,,Estancia La Carolina Airport,Piñero,AR,small_airport,-33.07558,-60.715
AR-0543,,SAS Aeroaplicaciones Airport,Piquete Cabado,AR,small_airport,-24.80667,-64.18111
AR-0544,,Vale Airport,Río Colorado,AR,small_airport,-37.06556,-69.39556
AR-0545,,Aeroagereo,Roberts,AR,small_airport,-35.13588,-61.99717
AR-0546,,La Amalia,Roberts,AR,small_airport,-35.10042,-62.01656
AR-0547,,BSG Airport,Rufino,AR,small_airport,-34.24968,-62.67416
AR-0548,,Abelenda Airport,Saladillo,AR,small_airport,-35.738533,-59.76201
AR-0549,,Vergnano Airport,San Guillermo,AR,small_airport,-30.32012,-61.90165
AR-0550,,Aeroclub San Javier,San Javier,AR,small_airport,-30.5559,-59.9907
AR-0551,,Chialva S. H. Airport,San Marcos,AR,small_airport,-32.736945,-62.531378
AR-0552,,Santa Clara de Saguier Airport,Santa Clara de Saguier,AR,small_airport,-31.35549,-61.82983
AR-0553,,San Alberto Airport,Santa Rosa,AR,small_airport,-36.592071,-64.220437
AR-0554,,Cóndor del Aire Airport,Sargento Cabral,AR,small_airport,-33.46587,-60.62854
AR-0555,,Fumigaciones Nando Airport,Selva Nueva,AR,small_airport,-29.77963,-62.03181
AR-0556,,Establecimiento El 21 Airport,Tintina,AR,small_airport,-26.8952,-62.30962
AR-0557,,Tío Pujio Airport,Tío Pujio,AR,small_airport,-32.29307,-63.40197
AR-0558,,Santagiulian Airport,Tres Arroyos,AR,small_airport,-38.40573,-60.29968
AR-0559,,Estancia Los Lobles Airport,Uriburu,AR,small_airport,-36.552913,-63.766652
AR-0560,,Estancia La Criolla Airport,Vienticinco de Mayo,AR,small_airport,-35.537034,-60.129512
AR-0561,,Servicios Agroaereos Airport,Vienticinco de Mayo,AR,small_airport,-35.449205,-60.160708
AR-0562,,Don Angel Airport,Vicuña Mackenna,AR,small_airport,-33.93823,-64.40774
AR-0563,,Beneficios S.R.L. Airport,Vicuña Mackenna,AR,small_airport,-33.93759,-64.415095
AR-0564,,Comequechen Airport,Vicuña Mackenna,AR,small_airport,-33.93402,-64.415946
AR-0565,,Santa Isabel Airport,Santa Isabel,AR,small_airport,-36.23682,-66.94624
AR-0566,,Limay Mahuida Airport,Limay Mahuida,AR,small_airport,-37.1201,-66.704
AR-0567,,Nueva Galia Airport,Nueva Galia,AR,small_airport,-35.089382,-65.197724
AR-0568,,RAIG S.A. Airport,Villa Nueva,AR,small_airport,-32.4382,-63.2893
AR-0569,,Suarez Aviación Airport,Villa Nueva,AR,small_airport,-32.4272,-63.3024
AR-0570,,Villa Valeria Airport,Villa Valeria,AR,small_airport,-34.35653,-64.90136
AR-0579,,Coy Aike Airport,Coy Aike,AR,small_airport,-51.162246,-69.487675
AR-0580,,Estancia Elena Airport,Rio Chico,AR,small_airport,-49.727768,-68.756606
AR-0581,,Fortin Lugones Airport,Fortin Lugones,AR,small_airport,-24.300451,-59.830954
AR-0582,,Posta Cambio a Zalazar Airport,Posta Cambio a Zalazar,AR,small_airport,-24.214972,-60.201023
AR-0583,,Aeródromo Cnel. Alfonso,Laguna Blanca,AR,small_airport,-25.130442,-58.217977
AR-0584,,San Hilario Airport,Estancia Alegria,AR,small_airport,-25.86448,-58.672887
AR-0585,,Santa Elena Airport,Santa Elena,AR,small_airport,-30.976069,-59.776894
AR-0586,,Augusto Leguizamon Airport,Ameghino,AR,small_airport,-34.818011,-62.477107
AR-0587,,Dutto Airport,Bandera,AR,small_airport,-28.870432,-62.241535
AR-0588,,Malfatto Airport,Bragado,AR,small_airport,-35.1517,-60.5056
AR-0589,,Cañada Quiroz Airport,Corrientes,AR,small_airport,-27.5497,-58.7175
AR-0590,,Malatini Airport,Carlos Casares,AR,small_airport,-35.569123,-61.368224
AR-0591,,Ottaviani Airport,Carlos Casares,AR,small_airport,-35.648137,-61.350425
AR-0592,,Copetonas Airport,Copetonas,AR,small_airport,-38.743657,-60.553332
AR-0593,,Don Moises Airport,Corralito,AR,small_airport,-32.039622,-64.192827
AR-0594,,Itati Airport,Itati,AR,small_airport,-27.305297,-58.313924
AR-0595,,Las 2 A Airport,Chacabuco,AR,small_airport,-34.811475,-60.51701
AR-0596,,Daireaux Airport,Daireaux,AR,small_airport,-36.580056,-61.784878
AR-0597,,Estancia Santa Elisa Airport,Guaviravi,AR,small_airport,-29.304436,-56.881343
AR-0598,,Hernando Airport,Hernando,AR,small_airport,-32.337145,-63.685178
AR-0599,,Antares Airport,Jovita,AR,small_airport,-34.528223,-63.960879
AR-0600,,Lanteri Airpiort,Lanteri,AR,small_airport,-28.86085,-59.673331
AR-0601,,Agroalas S.R.L. Airport,Las Cejas,AR,small_airport,-26.870159,-64.74663
AR-0602,,Horizonte Aplicaciones Areas Airport,Las Rosas,AR,small_airport,-32.521761,-61.550695
AR-0603,,Samave Airport,Maggiolo,AR,small_airport,-33.786401,-62.127806
AR-0604,,El Recuerdo S.R.L. Airport,Pescanas,AR,small_airport,-33.10549,-63.192986
AR-0605,,Rovere Airport,Presidencia Roque Sáenz Peña,AR,small_airport,-26.783029,-60.487414
AR-0606,,Estancia La Elba,Punta Roja,AR,small_airport,-44.5728,-65.3706
AR-0607,,Fumigaciones Herbinsec Airport,Roberts,AR,small_airport,-35.13652,-61.99028
AR-0608,,Parajon Airport,Saforcada,AR,small_airport,-34.576385,-61.005748
AR-0609,,Estancia Bahía Laura Airport,Bahía Laura,AR,small_airport,-48.331097,-66.417847
AR-0610,,Fitz Roy Airport,Fitz Roy,AR,small_airport,-47.021639,-67.241585
AR-0611,,Tres Cerros Airport,Tres Cerros,AR,small_airport,-48.138678,-67.655065
AR-0612,,Ministro Ramos Mexía Airport,Ministro Ramos Mexía,AR,small_airport,-40.523752,-67.214651
AR-0613,,Arroyo de la Ventana Airport,Arroyo de la Ventana,AR,small_airport,-41.669222,-66.097071
AR-0614,,Dique Florentino Ameghino Airport,Dique Florentino Ameghino,AR,small_airport,-43.674928,-66.493948
AR-0615,,Arroyo Los Berros Airport,Arroyo Los Berros,AR,small_airport,-41.438981,-66.090185
AR-0616,,La Caldonia Airport,Piamonte,AR,small_airport,-32.1306,-61.8935
AR-0617,,El Ocho Airstrip,Tabossi,AR,small_airport,-31.799689,-59.703579
AR-0618,,Timbo Airstrip,Villaguay,AR,small_airport,-31.8266,-59.0333
AR-0619,,Puerto San Antonio Este Airstrip,Puerto San Antonio Este,AR,small_airport,-40.799532,-64.864185
AR-0620,,Guardia Mitre Airstrip,Guardia Mitre,AR,small_airport,-40.418091,-63.663347
AR-0621,,La Sistina Airstrip,,AR,small_airport,-36.974031,-62.436969
AR-0622,,Anillaco Airport,Anillaco,AR,small_airport,-28.795111,-66.914675
AR-0623,,El Sauzalito Airport,El Sauzalito,AR,small_airport,-24.443851,-61.68824
AR-0624,,Ingeniero Juárez Airport,Ingeniero Juárez,AR,small_airport,-23.904822,-61.820092
AR-0625,,La Cruz Airport,La Cruz,AR,small_airport,-29.159962,-56.658639
AR-0626,,Loma Alta Airport,,AR,small_airport,-29.049088,-57.081729
AR-0627,,Itá Caabó Airport,Estancia Itá Caabó,AR,small_airport,-29.29287,-57.727213
AR-0628,,Estancia El Cencerro Airport,Marcelino Escalada,AR,small_airport,-30.534775,-60.438022
AR-0629,,Estancia El Pinocho,Aldea San Antonio,AR,small_airport,-32.564739,-58.51746
AR-0630,,Estancia La Elisa Airport,Capitan Sarmiento,AR,small_airport,-34.038888,-59.776944
AR-0631,,Estancia Los Leones Airport,Llambi Cambel,AR,small_airport,-31.170558,-60.718125
AR-0632,,Estancia Trebolares Airport,General Pico,AR,small_airport,-35.636734,-63.498798
AR-0633,,Rincón de Luna Airport,Tabay,AR,small_airport,-28.470238,-58.249234
AR-0634,,Finca Porvenir 8 Airport,Piquete Cabado,AR,small_airport,-24.994562,-64.341664
AR-0635,,Cabaña Los Gatos Airport,Gancedo,AR,small_airport,-27.142412,-61.764272
AR-0636,,Estancia Las Marias Airport,Lenadro N. Alem,AR,small_airport,-32.470437,-66.082103
AR-0638,,Estancia 13 de Abril Airport,Smith,AR,small_airport,-35.511363,-61.793884
AR-0640,,Pichanal-Franzini Airport,Pichanal,AR,small_airport,-23.335659,-64.243976
AR-0641,,Traill Southeast Airport,Estancia Traill Sureste,AR,small_airport,-31.922586,-61.692139
AR-0643,,El Cuadrado Airport,Los Juries,AR,small_airport,-28.285565,-61.764686
AR-0645,,Los Amores NW Airport,Los Amores,AR,small_airport,-28.069557,-60.00947
AR-0650,,Santa Juana Airport,,AR,small_airport,-28.955846,-56.742668
AR-0655,,Estancia La Matilde Airport,Estancia La Matilde,AR,small_airport,-29.356949,-59.872313
AR-0656,,La Lola Airport,Reconquista,AR,small_airport,-29.261898,-59.736593
AR-0657,,Blondi Airport,Cañada de Luque,AR,small_airport,-30.75769,-63.74818
AR-0658,,Chajari Sur Airport,Chajari,AR,small_airport,-30.80228,-58.014325
AR-0668,,Norberto de La Riestra Airport,Norberto de La Riestra,AR,small_airport,-35.327705,-59.791042
AR-0669,,Estancia El Triángulo Airport,Salazar,AR,small_airport,-36.349041,-62.226133
AR-0670,,Hallpa Huayra Airport,Villa Amancay,AR,small_airport,-32.207863,-64.533906
AR-0671,,Las Totoritas Airport,Villa Mercedes,AR,small_airport,-33.842439,-65.324836
AR-0672,,Aerofumigaciones Bartoli Hermanos Airstrip,Cavanagh,AR,small_airport,-33.471415,-62.327058
AR-0673,,Estancia Suyai - Lago Pueyrredon Airstrip,Lago Posados,AR,small_airport,-47.365317,-71.97239
AR-0674,,Mahmet Fumigaciones Aereas Airport,Bragado,AR,small_airport,-35.1486,-60.5245
AR-0675,,Agroaereo Bragado Airport,Bragado,AR,small_airport,-35.1755,-60.4563
AR-0676,,Laguna El Abuelo Airstrip,Comodoro Py,AR,small_airport,-35.24815,-60.487
AR-0677,,Cerro Vanguardia Airstrip,Tres Cerros,AR,small_airport,-48.373634,-68.107842
AR-0679,,Estancia Santa Elena Airport,Estancia Santa Elena,AR,small_airport,-47.78901,-65.92325
AR-0680,,Estancia 8 de Julio Airport,Estancia 8 de Julio,AR,small_airport,-47.89627,-66.06144
AR-0681,,Campamento Darwin Airport,Puerto Deseado,AR,small_airport,-47.89664,-66.46093
AR-0682,,Estancia La Chaira Airport,Estancia La Chaira,AR,small_airport,-48.17187,-66.81911
AR-0683,,Campamento Darwin West Airport,Puerto Deseado,AR,small_airport,-47.88052,-66.47105
AR-0684,,Lago Escondido Airport,Tolhuin,AR,small_airport,-54.63158,-67.7555
AR-0685,,Monte Aymond Airport,Estancia Monte Aymond,AR,small_airport,-52.12706,-69.50706
AR-0687,,Monte León Landing Strip,Corpen Aike,AR,small_airport,-50.28512,-69.1858
AR-0688,,Estancia Las Lagunas Airport,Estancia Las Lagunas,AR,small_airport,-49.72988,-68.34898
AR-0689,,El Salado Airport,El Salado,AR,small_airport,-48.72272,-67.71851
AR-0690,,Río Seco Airport,Magallanes,AR,small_airport,-48.53148,-67.20996
AR-0691,,Laguna Flamenco Airport,Deseado,AR,small_airport,-48.38114,-66.83524
AR-0692,,Laguna Salada Airport,Deseado,AR,small_airport,-48.4233,-66.83072
AR-0693,,Punta Mercedes Airport,Deseado,AR,small_airport,-48.38884,-66.4837
AR-0694,,Punta Mercedes West Airport,Deseado,AR,small_airport,-48.42077,-66.65689
AR-0695,,Cabo Tres Puntas Airport,Deseado,AR,small_airport,-47.12832,-66.06579
AR-0696,,Estancia La Estrella Airport,Deseado,AR,small_airport,-47.31099,-65.9749
AR-0697,,Tellier Airport,Tellier,AR,small_airport,-47.59579,-66.07211
AR-0698,,Estancia El Polvorin Airport,Deseado,AR,small_airport,-47.11292,-66.48299
AR-0699,,Mazaredo Airport,Deseado,AR,small_airport,-47.07713,-66.69364
AR-0700,,La Floradora Airport,Deseado,AR,small_airport,-47.11304,-66.80995
AR-0701,,Manantiales Behr Compressor Plant Airport,Escalante,AR,small_airport,-45.55715,-67.66875
AR-0702,,Gravina Peninsula Airport,Escalante,AR,small_airport,-45.15064,-66.49068
AR-0703,,Garayalde Airport,Garayalde,AR,small_airport,-44.70351,-66.64073
AR-0704,,Estancia La Maciega Airport,Florentino Ameghino,AR,small_airport,-44.45854,-65.60563
AR-0705,,La Lonja Airport,Florentino Ameghino,AR,small_airport,-43.90377,-65.70839
AR-0706,,Punta Ninfas Airport,Rawson,AR,small_airport,-42.97667,-64.3528
AR-0707,,Punta Mejillón Airport,Adolfo Alsina,AR,small_airport,-40.98547,-64.17166
AR-0708,,Pico Sayago Airport,Biedma,AR,small_airport,-42.815058,-64.026432
AR-0709,,Haras Wassermann Airport,Bahía San Blas,AR,small_airport,-40.59622,-62.19203
AR-0710,,Estancia El Reducto Airport,Villarino,AR,small_airport,-39.7964,-62.31613
AR-0712,,Campamento Jorge Cepernic Airport,Corpen Aike,AR,small_airport,-50.30009,-70.15045
AR-0713,,Las Horquetas Airport,Güer Aike,AR,small_airport,-51.39524,-70.23175
AR-0714,,Rospentek Airport,Güer Aike,AR,small_airport,-51.66915,-72.13719
AR-0715,,Estancia Tapi Aike Airport,Güer Aike,AR,small_airport,-51.05038,-71.81291
